para_id,essay_id,para_text,adu_spans,ac_types,ac_rel_pairs,ac_rel_types,dataset_type,para_types
46,340,"<para-body> <ac> Blocking caller ID information is disingenuous to say the least . </ac> <ac> Most consumers won ' t respond to blocked numbers or ID ' s anyway . </ac> <ac> Collectors should be required to identify themselves and to provide caller ID information that identifies them . </ac> <ac> Most people who cannot pay their bills are aware of the problem , </ac> <ac> so being reminded under false pretenses is more of an annoyance than a solution to the problem . </ac> </para-body>","[(1, 13), (14, 30), (31, 49), (50, 64), (65, 84)]","['value', 'value', 'policy', 'fact', 'value']","[(0, 1), (2, 0), (2, 4), (4, 3), (2, 1), (2, 3)]","['reason', 'reason', 'reason', 'reason', 'reason', 'reason']",train,body
47,342,"<para-body> <ac> Consumers should not incur additional costs for cell phone calls , texting or voice messaging in relation to collections . </ac> <ac> The more costs assessed to a debtor , the less money they have to pay their creditors . </ac> <ac> Debt collectors and creditors should be required to stop all modes of communication to a device that the debtor indicates does not provide free communications whether calls or texts . </ac> </para-body>","[(1, 22), (23, 42), (43, 74)]","['policy', 'fact', 'policy']","[(0, 1), (2, 0), (2, 1)]","['reason', 'reason', 'reason']",train,body
48,344,"<para-body> <ac> There should be a monetary "" floor "" required before debt collectors can pursue uncollected debts in court . </ac> <ac> The idea that corporations that already charge puninshing interest rates and fees can clog the court systems trying to collect a few hundred bucks from someone who is unemployed , ill , or otherwise unable to pay is counter - productive . </ac> <ac> There should be a minimum amount of consumer debt owed before creditors can sue debtors . </ac> <ac> Another issue with using state and local courts to settle debt collection suits is that it burdens jurisdictions already heavily burdened with cases and strapped for cash . </ac> </para-body>","[(1, 21), (22, 65), (66, 83), (84, 113)]","['policy', 'value', 'policy', 'value']","[(0, 1), (0, 3), (2, 1), (2, 3)]","['reason', 'reason', 'reason', 'reason']",train,body
49,345,<para-body> <ac> Identity Theft Tops List for 13th Consecutive Year in Report of National Consumer Complaints </ac> <ac> _ _ URL _ _ </ac> </para-body>,"[(1, 16), (17, 23)]","['fact', 'reference']","[(0, 1)]",['evidence'],train,body
50,347,<para-body> <ac> Consumers should be made aware of sale or transfer of their debts . </ac> <ac> From whom to whom along with effective dates and contact info for the creditor and the new owner of the debt . </ac> </para-body>,"[(1, 15), (16, 39)]","['policy', 'policy']",[],[],train,body
51,348,<para-body> <ac> Notifying consumers of the sale of their debts and related details would help consumers with identifying who is contacting them about a debt ; </ac> <ac> there are robo calls about lowering your credit card interest rate and such that are solicitations . </ac> <ac> Consumers have a right to know who they are dealing with in relation to their financial affairs . </ac> </para-body>,"[(1, 26), (27, 45), (46, 65)]","['value', 'value', 'value']",[],[],train,body
52,349,"<para-body> <ac> Consumers should be aware of who is handling collection procedures . </ac> <ac> The seller of any consumer debt should be required to notify the debtor of which debt owed to which creditor , is being sold by xyz organization to 123 debt collector . </ac> <ac> The effective date of the debt sale and contact info for the new collector should be included . </ac> </para-body>","[(1, 13), (14, 47), (48, 67)]","['policy', 'policy', 'policy']","[(1, 0)]",['reason'],train,body
53,350,"<para-body> <ac> A notice should go out that the debt has been sold </ac> <ac> because it definitely informs the consumer in how they should go about negotiating repayment of the debt . </ac> <ac> When the debt is sold , it is sold for significantly less than what is owed , </ac> <ac> and the lender gets to write it off , </ac> <ac> and the borrower takes a 7 - year negative hit in their credit profile . </ac> <ac> Sometimes when you are dealing with debt collectors , the "" debt collector "" is often a wholly - owned subsidiary of the "" original "" lender , which means they get a tax write - off ; you get a hit in your credit ; and they still try to collect on the entire amount . </ac> <ac> If a debt is sold , then it should actually be sold to a third - party , and not a subsidiary of the original lender . </ac> <ac> And consumers should get full disclosure on who their debt has been "" sold "" to . </ac> </para-body>","[(1, 13), (14, 33), (34, 52), (53, 63), (64, 80), (81, 139), (140, 168), (169, 187)]","['policy', 'value', 'fact', 'fact', 'fact', 'fact', 'policy', 'policy']","[(0, 1), (6, 5), (7, 5)]","['reason', 'reason', 'reason']",train,body
54,352,<para-body> <ac> Consumer owing the debt should be contacted about any third party offer to pay their debt . </ac> <ac> Anyone paying debt for someone else should be required to provide their identity to the creditor and debtor . </ac> </para-body>,"[(1, 19), (20, 40)]","['policy', 'policy']",[],[],train,body
55,353,"<para-body> <ac> A separate "" summary of rights "" should be sent to , and made available , to consumers . </ac> <ac> We are woefully uninformed and misinformed about our rights as consumers ; what avenues of negotiation we can pursue ; or even who can assist us . </ac> <ac> Furthermore , there should be some laws on the books on when collectors cannot collect </ac> <ac> if the original creditor has not made an attempt to collect the debt for an extended period of time , I should not get a collection notice 20 years after the fact . </ac> </para-body>","[(1, 21), (22, 50), (51, 67), (68, 102)]","['policy', 'value', 'policy', 'policy']","[(0, 1)]",['reason'],train,body
56,354,"<para-body> <ac> This kind of thing is likely determined by family court law in the jurisdiction where the debtor lives . </ac> <ac> Community property law , divorce or separation agreements and issues of domestic violence laws all come into play in these kinds of circumstances . </ac> </para-body>","[(1, 21), (22, 47)]","['value', 'value']",[],[],train,body
57,357,"<para-body> <ac> Some people are concerned that collectors don ' t do much more than doublecheck that the amount in the validation notice is what the creditor says the consumer owes . </ac> <ac> THAT ' S ALL THEY DO . </ac> <ac> They never do anything of substance to actually push back on the creditor ' s claims . </ac> <ac> I ' ve had actual documentation that disputes creditor ' s claims , and all collectors do is rely on the information given them to by creditors . </ac> <ac> The CFPB is no better . </ac> <ac> My experience with them was much the same as dealing with a collector . </ac> <ac> The CFPB did nothing to verify or investigate the creditor ' s claims ; </ac> <ac> they simply took the creditor ' s claims as outright facts despite conflicting documentation . </ac> </para-body>","[(1, 32), (33, 41), (42, 60), (61, 90), (91, 98), (99, 114), (115, 130), (131, 147)]","['value', 'fact', 'fact', 'testimony', 'value', 'value', 'testimony', 'testimony']","[(4, 5), (6, 7), (2, 3)]","['reason', 'reason', 'evidence']",train,body
58,360,"<para-body> <ac> Just like mortgage servicers are required to send "" goodbye letters "" ( a notification of when loan has been sold ) and "" hello letters "" ( a notification of when another company is buying a debt ) , so also should debt collectors . </ac> <ac> Also , they should be required to disclose the amount for which they bought the debt . . . the discounted price . </ac> <ac> Also , there needs to be full disclosure as to who is buying the debt along with the disclosure of the owners of the debt collection company and the street address of the company </ac> <ac> so face - to - face meetings can be arranged . </ac> <ac> Full transparency and full disclosure should be required related to any company trying to collect debt . </ac> </para-body>","[(1, 48), (49, 73), (74, 109), (110, 122), (123, 141)]","['policy', 'policy', 'policy', 'value', 'policy']","[(2, 3)]",['reason'],train,body
59,362,"<para-body> <ac> I should know if a debt is time - barred , </ac> <ac> so that I can make an informed decision regarding the debt in question . </ac> <ac> The information should be in the validation notice . </ac> <ac> If the debt becomes time - barred after the validation notice is sent , I should be informed of the new status of the debt IMMEDIATELY ! </ac> </para-body>","[(1, 13), (14, 29), (30, 40), (41, 69)]","['policy', 'value', 'policy', 'policy']","[(0, 1), (2, 0), (2, 1)]","['reason', 'reason', 'reason']",train,body
60,364,"<para-body> <ac> It has been my experience that practices can vary greatly between various creditors who find it necessary to turn delinquent or defaulted debt over to a collection agnency . </ac> <ac> In my situation , little or no notification was given . </ac> <ac> At a minimum , a creditor should give specific information as to date and which company the debt is being assigned or sold to . </ac> <ac> Getting such a notice would help me understand that there is going to be a change with whom I would be communicating with going forward . </ac> <ac> The costs and expenses or problems that dad honors are collectors would have been giving those is miniscule compared to the problems cause by not giving notice . </ac> <ac> I would argue that they would actually save money in the long run like giving such notices . </ac> <ac> At a minimum , The information that should be clear that in the notice is ( 1 ) the date of when the debt would be turned over to collection agency ; ( 2 ) the name address of the collection constant company to whom the doubt was assigned ; and ( 3 ) specific formation about the debt collection company and a list of that company ' s "" best practices "" , policies and procedures as to what the consumer can expect . </ac> <ac> It would be good if there could be a single - point - of - contact for this company as well as the supervisors and owner of the collection company . </ac> <ac> Collection agencies need to be forced to deal more forthrightly with consumers and be required to deal with greater transparency . </ac> </para-body>","[(1, 31), (32, 44), (45, 71), (72, 99), (100, 129), (130, 149), (150, 236), (237, 269), (270, 292)]","['testimony', 'testimony', 'policy', 'value', 'value', 'value', 'policy', 'value', 'policy']","[(2, 3), (2, 5), (5, 4), (2, 4)]","['reason', 'reason', 'reason', 'reason']",train,body
